lieu,N
"San Pedro (Los Angeles, Calif.)",1
San Quentin (Calif.),1
San Salvador (Bahamas : Île),1
San Salvador (Salvador),1
"San Sebastián (Aragua, Venezuela)",1
Sana (Yémen),1
Sanabria (Espagne),1
Sanary-sur-Mer (France),1
Sancerre (France),1
Sandefjord (Norvège),1
Sandviken (Suède),1
"Sanguinaires, Îles (France)",1
"Sanibel, Île (Flor.)",1
Sanikiluaq (Nunavut),1
Sant'Elpidio a Mare (Italie),1
Santa Ana (Calif.),1
"Santa Barbara, Archipel (Calif.)",1
"Santa Clara, Vallée de (Santa Clara, Calif.)",1
Santa Cruz (Bolivie),1
Santa Cruz (Calif.),1
Santa Fe (Argentine),1
Santa Mondega (Lieu imaginaire),1
Santerre (Lieu imaginaire),1
"Santorin, Archipel de (Grèce)",1
Saône-et-Loire (France),1
Saorge (France),1
Sapporo (Japon),1
Sarance (Lieu imaginaire),1
Saratoga Springs (N.Y.),1
"Sargasses, Mer des",1
Sarion (Lieu imaginaire),1
Sarre (Allemagne),1
Saskatoon (Sask.),1
Sath (Lieu imaginaire),1
Saturne (Planète),1
Saturne (Planète)Anneaux,1
Sault-au-Galant (Lieu imaginaire),1
"Sault-au-Récollet (Montréal, Québec)",1
Saverne (France),1
Saxe (Royaume),1
"Scarborough (North Yorkshire, Angleterre)",1
Schleswig-Holstein (Allemagne),1
Scottish Borders (Angleterre et Écosse),1
Seaside (Calif.),1
Seattle.,1
Seclin (France),1
Sedona (Ariz.),1
Sefrou (Maroc),1
Seine-et-Oise (France),1
Sélestat (France),1
Sélinonte (Italie : Ville ancienne),1
Seraing (Belgique),1
Sétiladom (Lieu imaginaire),1
Seveso (Italie),1
Sèvre Nantaise (France : Rivière),1
Sèvres (France),1
Seychelles,1
Seyne (France),1
Sfax (Tunisie),1
Shaggartha (Lieu imaginaire),1
Shanxi (Chine),1
"Shawinigan-Sud (Shawinigan, Québec)",1
"Shawinigan, Région de (Québec)",1
Shaya (Lieu imaginaire),1
Shediac (N.-B.),1
Shelburne (N.-É.),1
Shenyang (Chine),1
Shigawake (Québec),1
"Shinjuku (Tōkyō, Japon)",1
Siagne (France : Fleuve),1
Siala (LIeu imaginaire),1
Sibérie occidentale (Russie),1
"Sibillini, Monts (Italie)",1
Sichuan (Chine),1
Sikasso (Mali),1
Sikkim (Inde),1
Silvanesti (Lieu imaginaire),1
Silver Bay (N.Y.),1
Silxtra (Lieu imaginaire),1
Sinaloa (Mexique : État),1
Sind (Pākistān),1
Sinnamary (Guyane française : Fleuve),1
Siphnos (Grèce : Île),1
Sirius,1
Sīwa (Égypte : Oasis),1
Sixième royaume (Lieu imaginaire),1
Skikda (Algérie),1
Skios (Lieu imaginaire),1
"Skraeling, Île (Nunavut)",1
Slavonie (Croatie),1
Slüvonie (Lieu imaginaire),1
Smolensk (Russie),1
Snowdonia (Pays de Galles),1
"Socoa, Pointe de (France)",1
"Soeurs, Île des (Montréal, Québec)",1
Sointula (C.-B.),1
Solukhumbū (Népal),1
Somalie britannique,1
Somertset (Angleterre),1
Somme (France),1
Sommières (France),1
Soom (Lieu imaginaire),1
Sophia-Antipolis (France),1
Sopot (Pologne),1
Sorède (France),1
Sorel-Tracy (Québec),1
"Sorel-Tracy, Région de (Québec)",1
Soria (Espagne : Province),1
Sorø (Danemark),1
Sorrente (Italie),1
Sosúa (République dominicaine),1
Soudan du Sud,1
Souk Ahras (Algérie),1
Soukhoumi (République de Géorgie),1
Soulac-sur-Mer (France),1
Sousse (Tunisie),1
South Uist (Écosse),1
Southport (Car. du N.),1
"Southwold (Suffolk, Angleterre)",1
Sparte (Grèce),1
Spina (Ville ancienne),1
Spire (Allemagne),1
Spitzberg (Norvège : Archipel),1
Spitzberg (Norvège : Île),1
Split (Croatie),1
Sporades (Grèce),1
Springfield (Mass.),1
Srīnagar (Inde),1
St. Charles (Ont.),1
St. Claude (Man.),1
St. Jean Baptiste (Man.),1
"St. John's Wood (Londres, Angleterre)",1
St. Laurent (Man.),1
Stabies (Ville ancienne),1
Stains (France),1
Steinbach (Man.),1
Stillwater (Minn.),1
Stirling (Écosse : Comté),1
"Stockholm (Suède)Romans, nouvelles, etc.",1
"Stockholm, Agglomération de (Suède)",1
Stockholms Skärgård (Suède),1
Stockton (Calif.),1
Stornoway (Québec),1
Stowe (Verm.),1
Stratford (Ont.),1
Styrie (Autriche),1
Sud (Soudan),1
"Sudbury (Suffolk, Angleterre)",1
"Suez, Isthme de",1
Suffolk (N.Y.),1
Suisse italienne,1
Sully-sur-Loire (France),1
Sundarbans (Bangladesh et Inde),1
"Sunderland (Tyne and Wear, Angleterre)",1
Sundgau (France),1
Sunnydale (Lieu imaginaire),1
Sunset Beach (Car. du N.),1
"Sunset Park (New York, N.Y.)",1
"Supérieur, Lac",1
"Supérieur, Région du lac",1
Superior (Wisc.),1
Ṣūr (Liban),1
Surat (Inde),1
Suresnes (France),1
Suroît (Québec),1
Sursamen (Lieu imaginaire),1
Suse (Italie),1
Sutherland (Écosse),1
"Sutton, Monts (Québec)",1
"Suzhou (Jiangsu, Chine)",1
Sweetwater (Tex.),1
"Sydney, Région de (N.-G. du S.)",1
Sylt (Allemagne),1
Sylvanie (Lieu imaginaire),1
Symir (Lieu imaginaire),1
"Syrie, Désert de",1
Système routier panaméricain,1
Tabrĭz (Iran),1
Taganrog (Russie),1
Taglia (Lieu imaginaire),1
"Tai, Lac (Chine)",1
Tallahassee (Flor.),1
Tambora (Indonésie : Mont),1
"Tampico (Tamaulipas, Mexique)",1
Tandil (Argentine),1
Tanga (Tanzanie),1
Tanganyika,1
Taormina (Italie),1
Taos (N.-M.),1
Tarente (Italie),1
"Tarifa (Cadix, Espagne)",1
Tartaros (Lieu imaginaire),1
Tataouine (Tunisie),1
Tatarie (Russie),1
Tchernihiv (Ukraine),1
Tchernovtsy (Ukraine),1
Tchouktches (Russie : Territoire),1
Tell el-Amarna (Égypte),1
"Témiscamingue, Lac (Ont. et Québec)",1
Témiscouata (Québec : Région),1
Témiscouata-sur-le-Lac (Québec),1
Ten Thousand Islands National Wildlife Refuge (Fla.),1
Ténarèze (France),1
Tennessee (Est),1
Teresina (Lieu imaginaire),1
Terra Alta (Espagne),1
Terre d'Ange (Lieu imaginaire),1
Terre-Blanque (Lieu imaginaire),1
Terrebonne (Québec),1
Terres australes et antarctiques françaises,1
Terres bleues (Lieu imaginaire),1
Terres de sang (Lieu imaginaire),1
Terres émergées (Lieu imaginaire),1
Terres nommées (Lieu imaginaire),1
Terres tranquilles (Lieu imaginaire),1
Territoire du Nord,1
Territoires occultes (Lieu imaginaire),1
Tête-à-la-Baleine (Québec),1
Texas (Sud),1
Thaïlande (Nord-Est),1
"Thaïlande, Golfe de",1
"Thau, Étang de (France)",1
Thessalie (Grèce),1
Thionville (France),1
Thrace,1
Thrull (Lieu imaginaire),1
Thuir (France),1
"Thursday, Île (Queensl.)",1
Tian Shan,1
Tianjin (Chine),1
Tiaret (Algérie),1
"Tibériade, Lac de (Israël)",1
Tibre (Italie : Fleuve),1
Tierra del Fuego (Chili),1
Tignes (France),1
"Tigre (Buenos Aires, Argentine)",1
Tigre (Fleuve),1
Tílos (Grèce),1
Timmins (Ont.),1
Timor oriental,1
Timor Timur (Indonésie),1
Tipiti (Lieu imaginaire),1
Titan (Satellite),1
"Titicaca, Île (Bolivie)",1
"Titicaca, Lac (Pérou et Bolivie)",1
"Titicaca, Région du lac (Pérou et Bolivie)",1
Tizi Ouzou (Algérie),1
Toccoa (Géorgie),1
Tōhoku (Japon : Région),1
"Tōkyō, Agglomération de (Japon)",1
Toledo (Or.),1
Tomar (Portugal),1
Tonkin (Viêt-nam),1
"Torne, Vallée du (Suède et Finlande)",1
Torodougou (Lieu imaginaire),1
Toronto (Ontario),1
"Toronto, Région de (Ont.)",1
Tortola (Îles Vierges britanniques),1
Toul (France),1
"Toulouse, Région de (France)",1
"Tourmalet, Col du (France)",1
Tourville (Québec),1
Touva (Russie),1
Tracadie-Sheila (N.-B.),1
Tramorée (Lieu imaginaire),1
Translavynie (Lieu imaginaire),1
"Transnitrie (Ukraine : Territoire sous occupation allemande et roumaine, 1941-1944)",1
Trappes (France),1
Travail de bureau.,1
Trébeurden (France),1
Tréguier (France),1
Trente (Italie),1
"Trépassés, Baie des (France)",1
Trèves (Allemagne),1
Trieste (Italie : Province),1
Trièves (France),1
Trignac (France),1
Trincomalee (Sri Lanka),1
Trinité (Île)Conditions sociales,1
Tristan da Cunha,1
Troc (Lieu imaginaire),1
"Trois Pistoles, Rivière des (Québec)",1
"Trois Saumons, Lac (Québec)",1
"Trois-Rivières, Région de (Québec)",1
Troisième Monde (Lieu imaginaire),1
Tromelin,1
Tromsø (Norvège),1
Tsukuba (Japon),1
Tübingen (Allemagne),1
Tuktoyaktuk (T.N.-O.),1
Tula (Mexique : Site archéologique),1
"Tula (Tamaulipas, Mexique)",1
"Tumuc Humac, Monts",1
Tunis (Tunisie)Histoire20e siècle,1
Tunisie (Sud),1
"Tunnel sous la Manche (Coquelles, France et Folkestone, Angleterre)",1
TurquieDescriptions et voyages,1
Turtle Mountain Indian Reservation (Dak. du N.),1
Tuvalu,1
Tweed (Ont.),1
Tyr (Liban),1
Uashat (Québec : Réserve indienne),1
Ujjain (Inde),1
Ukraine (Sud),1
Ulm (Allemagne),1
Ulster (Irlande),1
Ulthuan (Lieu imaginaire),1
"Ungava, Baie d' (Québec)",1
Union City (N.J.),1
United States Highway 66,1
"Université Laval (Québec, Québec)",1
"Upper East Side (New York, N.Y.)",1
Urbino (Italie),1
URSSRelations extérieuresÉtats-Unis,1
Utopia (Lieu imaginaire),1
Utopie (Lieu imaginaire),1
"Val-D'Espoir (Percé, Québec)",1
Val-des-Monts (Québec),1
Valangin (Suisse),1
Valdez (Alaska),1
"Valence (Drôme, France)",1
Valgaudemar (France),1
Vallée-Jonction (Québec),1
Vallon-Pont-d'Arc (France),1
"Valparaíso, Baie de (Chili)",1
Vals-les-Bains (France),1
Vana'diel (Lieu imaginaire),1
"Vancouver, Agglomération de (C.-B.)",1
"Vancouver, Région de l'île de (C.-B.)",1
Vanikoro (Salomon : Île),1
Vankleek Hill (Ont.),1
Vanves (France),1
Varadero (Cuba),1
Varennes (Québec),1
Varennes-en-Argonne (France),1
Värmland (Suède : Län),1
Varna (Bulgarie),1
Varthal (Lieu imaginaire),1
Vassilor (Lieu imaginaire),1
Västerbotten (Suède),1
Västra Götalands (Suède),1
Vatnajökull (Islande),1
"Vaudreuil-Dorion, Région de (Québec)",1
Vaudreuil-Soulanges (Québec),1
Växjö (Suède),1
Velgarth (Lieu imaginaire),1
Vélum (Lieu imaginaire),1
Ven (Suède),1
Vence (France),1
VenezuelaConditions sociales1999-,1
Vengeance.,1
"Venise, Lagune de (Italie)",1
Vénissieux (France),1
Verchères (Québec),1
"Verchères, Région de (Québec)",1
"Verdon, Gorges du (France)",1
Verrières-de-Joux (France),1
Verrières-le-Buisson (France),1
Vestfirðir (Islande),1
Vestfold (Norvège),1
Vésuve (Italie),1
Vexin (France),1
Vic-sur-Cère (France),1
Vicence (Italie),1
"Victoria, Chutes (Zambie et Zimbabwe)",1
Vieille-Castille (Espagne),1
Vieques (Porto Rico),1
Viêt-nam (Sud),1
Viêt-namMœurs et coutumes,1
Viétongo (Lieu imaginaire),1
"Vieux-Port (Marseille, France)",1
Vigo (Espagne),1
"Vilcabamba, Cordillère de (Pérou)",1
Ville-Dieu (Lieu imaginaire),1
"Ville-Émard (Montréal, Québec)",1
"Villebois (Eeyou Istchee Baie-James, Québec)",1
Villejuif (France),1
Villeneuve-lès-Maguelonne (France),1
Villeneuve-sur-Lot (France),1
Villeneuve-sur-Ourcq (France),1
Villerville (France),1
Vilvèq (Lieu imaginaire),1
"Vimont (Laval, Québec)",1
Vinalhaven (Maine : Île),1
Vineland (N.J.),1
Virginia (Lieu imaginaire),1
Virginia City (Mont.),1
Virnie (Lieu imaginaire),1
Visby (Suède),1
Vitry-sur-Seine (France),1
Vizille (France),1
Vlast (Lieu imaginaire),1
Void City (Lieu imaginaire),1
Voie maritime du Saint-Laurent,1
Voiron (France),1
Volga (Russie : Fleuve),1
"Volga, Région de la (Russie)",1
Volgograd (Russie),1
Vollynie (Lieu imaginaire),1
Volterra (Italie),1
"Vorkouta (République autonome des Komi, Russie)",1
Vorukhstan (Lieu imaginaire),1
Voss (Norvège),1
Vukovar (Croatie),1
Wa (Lieu imaginaire),1
Walden Woods (Mass.),1
Walenhammes (France),1
Walla Walla (Wash.),1
Wallis-et-Futuna,1
"Walmer (Deal, Angleterre)",1
Walt Disney World (Flor.),1
WarCraft (Lieu imaginaire),1
"Warhammer 40,000 (Lieu imaginaire)",1
Warm Springs Indian Reservation (Or.),1
"Warrington (Cheshire, Angleterre)",1
Warwickshire (Angleterre),1
Washington (Alab.),1
Washington (Car. du N.),1
Washington (Ouest),1
Wastburg (Lieu imaginaire),1
Waterbury (Conn.),1
Watertown (Mass.),1
Wazīristān (Pākistān),1
"Weimar (Thuringe, Allemagne)",1
Weirton (Virg.-Occ.),1
Welsh Borders (Angleterre et Pays de Galles),1
Wemotaci (Québec : Réserve indienne),1
Wenham (Mass.),1
Wessex (Angleterre),1
West Hollywood (Calif.),1
West Sussex (Angleterre),1
West Yorkshire (Angleterre),1
Westchester (N.Y.),1
Western Isles (Écosse),1
Westeros (Lieu imaginaire),1
Westerwald (Allemagne),1
"Westmount (Montréal, Québec)",1
Westport (Mass.),1
White Earth Indian Reservation (Minn.),1
"White House (Washington, D.C.)",1
White Plains (N.Y.),1
White Sands Missile Range (N.-M.),1
Wichita (Kansas),1
Wickham (Québec),1
Williamsburg (Virg.),1
Wilmington (Car. du N.),1
Wilmington (Del.),1
"Wimbledon (Londres, Angleterre)",1
"Windigo, Région de la (Québec)",1
"Windigo, Rivière (Québec)",1
Wissembourg (France),1
"Wittenberg (Saxe-Anhalt, Allemagne)",1
Woonsocket (R.I.),1
Worpswede (Allemagne),1
Wurtemberg (Allemagne),1
Xaa'an (Lieu imaginaire),1
Xanthos (Ville ancienne),1
Xantou (Lieu imaginaire),1
Xi'an (Chine : Shi),1
Xinjiang (Chine),1
Yellowknife (T.N.-O.),1
Yggdrasill (Mythologie nordique),1
Yhelteth (Lieu imaginaire),1
Yolo (Calif. : Comté),1
"Yongma, Corée (Lieu imaginaire)",1
Yonkers (N.Y.),1
Yorkshire (Angleterre)Histoire20e siècle,1
"Yorkville (Toronto, Ont.)",1
Ypres (Belgique),1
Yumington (Lieu imaginaire),1
Yunnan (Chine : Sheng),1
Zagros (Irak et Iran),1
Zānskār (Inde : Rivière),1
Zante (Grèce : Île),1
Zante (Grèce),1
Zébur (Lieu imaginaire),1
"Zhangjiajie (Hunan, Chine)",1
Zinder (Niger),1
Zoulouland (Afrique du Sud),1
Zyproxia (Lieu imaginaire),1
